Gender,BMI_Level,PCT,Quantile,Weight,Protein_Mass,Mineral_Mass,Soft_Lean_Mass,Body_Fat_Mass,Skeletal_Muscle_Mass,BMR,Student_ID,Age,Months,Height,PW,MW,SW,BW,SMW,SS,BS,Ages
1,1.0,1,0.2106669567236154,31.9,5.7,1.8,26.9,4.0,15.0,983,32862,10,131,139.2,0.1786833855799373,0.0564263322884012,0.8432601880877743,0.1253918495297805,0.4702194357366771,0.5576208178438662,0.1486988847583643,10
